npi_number,payer,city,state
1.0991684211113113,-0.6376480986422772,-1.1249274562704774,-0.5873617980723173
-1.806384273578237,-1.1256103706280318,-1.0382450547507036,1.0701456613128928
1.2882926719788075,1.5772507912329417,-0.7420801828914768,0.9043949153743718
0.8384760282152484,0.9230488674684731,-0.42424471065230646,1.2358964072514138
-1.204464340732336,-0.3110360769123332,-0.655397781371703,-1.9133677655804853
-1.2418350844557073,0.25515661943987505,-0.7059625155915711,-0.2558603061952753
-0.9781668800047522,1.0413723843227343,-1.305515792770006,-0.5873617980723173
-1.4279375347728736,-0.19662408127639475,-0.5398212460120048,-0.7531125440108383
1.2136758541715889,1.3435373984381616,1.5838975912224516,-0.7531125440108383
0.460394396025963,1.7405568020979136,1.5838975912224516,-0.9188632899493593
0.91192638256356,1.3435373984381616,-0.7348566494314956,1.2358964072514138
-1.2055150518160649,0.22582021030245494,-0.33033877567255154,-0.9188632899493593
0.91192638256356,-0.5701743576262109,-0.7348566494314956,1.2358964072514138
-0.9029651659619415,-0.14577430543819989,0.8832148456042805,1.8988993910054976
0.8352829144488917,0.7480082929485331,0.13919089922622277,-0.9188632899493593
-1.2791836060870168,-0.6405817395560193,0.6303911745049405,1.3187717802206742
-1.2052941400575816,-1.223398401086099,0.5798264402850726,1.3187717802206742
-0.41054122720221975,1.261395452853385,-1.1177039228104961,-0.007234187287493775
1.3274360324492251,1.2633512134625464,-0.4170211771923253,-0.2558603061952753
-0.29467323056499894,-1.1138758069730639,1.251615052063319,-0.007234187287493775
-1.3931347125698688,1.3073558271686767,-0.5614918463919482,1.4845225261591952
0.08300295037178775,-1.0698711932669336,-0.8865508520910996,-0.8359879169800988
-0.29467323056499894,-1.1050748842318379,1.251615052063319,-0.007234187287493775
0.7222934997653098,-0.8909190975286709,-1.0960333224305527,-1.3332401547956618
-0.714256428193038,1.214457198233513,0.43535577108544965,-0.5873617980723173
1.5154517409309622,0.6013262472614325,0.06695556462641133,-0.7531125440108383
0.4948495384310879,-0.37264253610091547,1.1649326505435451,-0.7531125440108383
-0.03635847808422573,0.8008138293958893,0.3197792357257514,-0.5873617980723173
-0.9029651659619415,1.0697309131555737,0.8832148456042805,1.8988993910054976
-0.9768319872269702,0.7440967717302104,-0.33033877567255154,-0.9188632899493593
0.9104237711549172,0.6189280927438845,0.0597320311664302,-0.9188632899493593
-0.5245271761000779,1.6378793701169434,1.461097522402772,-0.3387356791645358
-1.2052941400575816,-0.1086148538641344,0.5798264402850726,1.3187717802206742
-0.6012108242707846,-0.9544813173264145,-1.20438632433027,-0.007234187287493775
1.2136758541715889,-0.8674499702187348,1.5838975912224516,-0.7531125440108383
1.2136758541715889,-0.5662628364078882,1.5838975912224516,-0.7531125440108383
-1.7337099531366735,-0.49585545447807994,-1.1827157239503265,-0.5873617980723173
-0.3364606422039441,-1.573479550125979,0.2258733007459965,-0.007234187287493775
-1.3931347125698688,1.1939217118373189,-0.5614918463919482,1.4845225261591952
0.34388281154457667,-0.27289874503368705,-1.305515792770006,-0.5873617980723173
-0.5253257313359463,0.8066811112233733,-1.1177039228104961,-0.007234187287493775
-0.41211613802467434,1.2741078968129338,0.7242971094846954,-0.3387356791645358
1.2136758541715889,1.1948995921418994,1.5838975912224516,-0.7531125440108383
0.3066623484124787,-1.6556214957107553,0.05250849770644905,-0.3387356791645358
0.8352829144488917,0.7411631308164683,0.13919089922622277,-0.9188632899493593
0.38153880673448526,1.466750316815326,1.4177563216428852,-0.7531125440108383
-0.5253257313359463,-0.7813965034156358,-1.1177039228104961,-0.007234187287493775
-0.9787824480388465,0.2502672179169717,1.107144382863696,-0.2558603061952753
0.7986569455810388,-1.6106390017000445,0.8904383790642617,0.9043949153743718
0.8009895096739196,0.2238644496932936,-1.1610451235703831,1.2358964072514138
0.08271815524176457,-0.8909190975286709,0.08140263154637363,1.3187717802206742
-0.3364606422039441,-1.1862389495120333,0.2258733007459965,-0.007234187287493775
1.8932410521782015,0.47517968797052595,0.955450180204092,-0.7531125440108383
-0.29467323056499894,-0.34623976787723737,1.251615052063319,-0.007234187287493775
-0.29467323056499894,0.24635569669864904,1.251615052063319,-0.007234187287493775
-1.0150943937969812,0.3284976422834254,1.5766740577624705,-0.007234187287493775
-1.7707477918919312,-0.8909190975286709,0.4570263714653931,-0.5873617980723173
-0.14651493324420992,-0.11154849477787641,-0.554268312931967,1.2358964072514138
-0.26062693949345056,0.2043068436016802,0.7604147767846011,1.4016471531899348
-1.5454582064631428,1.3797189697076462,-1.1682686570303642,-0.3387356791645358
-1.129753693404942,0.9445622341692479,1.6272387919823383,1.4845225261591952
-0.3364606422039441,0.9670534811746033,0.2258733007459965,-0.007234187287493775
0.34388281154457667,-0.9711052825042858,-1.305515792770006,-0.5873617980723173
-0.6012108242707846,-0.178044355489362,-1.20438632433027,-0.007234187287493775
-1.4279375347728736,-0.11154849477787641,-0.5398212460120048,-0.7531125440108383
0.08300295037178775,0.37543589690329754,-0.8865508520910996,-0.8359879169800988
